Time [s],Rank 27,Rank 5,Rank 14,Rank 19,Rank 1,Rank 20,Rank 8,Rank 25,Rank 12,Rank 17,Rank 31,Rank 4,Rank 23,Rank 0,Rank 28,Rank 10,Rank 7,Rank 15,Rank 21,Rank 3,Rank 26,Rank 13,Rank 18,Rank 6,Rank 24,Rank 29,Rank 11,Rank 2,Rank 16,Rank 30,Rank 9,Rank 22
0.106324237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759981806075505,,
0.106367723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759981806075505,,,
0.106381802,,,,,,,,,,,,,,,,,,,,,,,,0.759981806075505,,,,,,,,
0.10639687,,,,,,,,,,0.759981806075505,,,,,,,,,,,,,,,,,,,,,,
0.106409933,,,,,,,,,,,,,,,,,,0.759981806075505,,,,,,,,,,,,,,
0.106416558,,,,,,,,,,,,,,0.759981806075505,,,,,,,,,,,,,,,,,,
0.106421482,,,,,0.759981806075505,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.106461225,,,,0.759981806075505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.106468537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759981806075505
0.106468738,,,0.759981806075505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.10651658,,,,,,,,0.759981806075505,,,,,,,,,,,,,,,,,,,,,,,,
0.106528713,,,,,,,,,,,,,,,,0.759981806075505,,,,,,,,,,,,,,,,
0.106564776,,,,,,,,,,,,,,,,,,,,,0.759981806075505,,,,,,,,,,,
0.106657421,,,,,,,0.759981806075505,,,,,,,,,,,,,,,,,,,,,,,,,
0.106933934,,,,,,0.759981806075505,,,,,,,,,,,,,,,,,,,,,,,,,,
0.106935383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759981806075505,
0.107063175,,,,,,,,,,,,,,,0.759981806075505,,,,,,,,,,,,,,,,,
0.108847495,0.759981806075505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.124106726,,,,,,,,,,,,,,,,,,,,0.753334469368458,,,,,,,,,,,,
0.125633501,,,,,,,,,,,,,,,,,,,,,,,0.753334469368458,,,,,,,,,
